CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C17547,842.103869,1.0,496.56,0.0,496.56,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,254.599294,467.881962,0.0,12
C17551,1243.68657,1.0,221.72,0.0,221.72,1324.264801,0.916667,0.0,0.916667,0.333333,5,26,1700.0,2268.784133,554.297666,0.0,12
C17555,745.368581,1.0,153.89,0.0,153.89,0.0,0.916667,0.0,0.916667,0.0,0,11,1700.0,500.110264,191.010274,0.0,12
C17556,274.305611,1.0,419.88,0.0,419.88,0.0,1.0,0.0,1.0,0.0,0,24,2500.0,665.834636,185.135125,0.0,12
C17558,367.033521,1.0,567.75,567.75,0.0,0.0,0.666667,0.666667,0.0,0.0,0,8,600.0,484.20499,210.03677,0.0,12
C17559,475.301123,1.0,415.47,415.47,0.0,762.195411,0.166667,0.166667,0.0,0.25,3,2,7000.0,3965.150992,177.117122,0.0,12
C17560,1865.271423,1.0,412.0,412.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2000.0,597.104874,666.876023,0.0,12
C17567,63.292505,1.0,545.38,0.0,545.38,0.0,0.916667,0.0,0.833333,0.0,0,11,4000.0,520.936337,156.600058,0.166667,12
C17569,129.881716,0.909091,672.0,0.0,672.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1500.0,775.413322,161.436088,0.0,12
C17570,228.107524,1.0,510.32,216.9,293.42,0.0,1.0,0.333333,1.0,0.0,0,23,5000.0,552.200643,182.025154,0.0,12
C17571,277.308988,1.0,1588.34,500.0,1088.34,0.0,0.916667,0.083333,0.916667,0.0,0,18,2500.0,1316.907062,217.35947,0.083333,12
C17577,1223.783946,1.0,135.24,0.0,135.24,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,328.934771,678.336519,0.0,12
C17580,384.803407,1.0,549.0,291.0,258.0,0.0,0.5,0.083333,0.416667,0.0,0,9,1000.0,569.597465,610.732047,0.0,12
C17583,1150.04204,1.0,1283.45,318.67,964.78,47.044876,1.0,0.25,0.916667,0.083333,1,27,3500.0,2430.864396,419.675603,0.0,12
C17587,1669.488962,1.0,0.0,0.0,0.0,254.011804,0.0,0.0,0.0,0.166667,4,0,1800.0,571.589438,494.062935,0.0,12
C17588,23.587067,1.0,837.48,0.0,837.48,0.0,1.0,0.0,1.0,0.0,0,12,3500.0,775.895535,3.300026,0.166667,12
C17589,61.253237,1.0,377.86,78.0,299.86,0.0,1.0,0.166667,1.0,0.0,0,24,2700.0,347.206621,177.060952,0.083333,12
C17591,677.077167,1.0,119.19,0.0,119.19,181.735735,0.416667,0.0,0.416667,0.083333,1,5,700.0,504.762147,641.307637,0.0,12
C17593,2.910578,0.727273,56.94,0.0,56.94,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,129.412694,42.033228,0.272727,12
C17594,807.555134,0.818182,242.06,0.0,242.06,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,1610.237285,504.351185,0.0,12
C17595,1099.649455,1.0,0.0,0.0,0.0,72.841356,0.0,0.0,0.0,0.166667,2,0,1200.0,322.777824,309.246328,0.0,12
C17599,1128.878514,1.0,129.86,129.86,0.0,372.192943,0.083333,0.083333,0.0,0.083333,1,1,4200.0,767.993781,293.201194,0.0,12
C17600,806.446131,1.0,0.0,0.0,0.0,916.64405,0.0,0.0,0.0,0.083333,1,0,3000.0,504.66084,258.248739,0.0,12
C17602,531.075085,0.818182,485.73,152.4,333.33,474.10077,0.25,0.083333,0.166667,0.083333,1,3,2500.0,1657.453579,146.965562,0.1,12
C17603,1578.053342,1.0,177.21,0.0,177.21,0.0,0.416667,0.0,0.416667,0.0,0,5,1400.0,0.0,864.2065423050828,0.0,12
C17605,484.108869,1.0,0.0,0.0,0.0,850.784054,0.0,0.0,0.0,0.5,10,0,1000.0,590.725031,184.562158,0.0,12
C17607,709.475496,1.0,0.0,0.0,0.0,1240.838098,0.0,0.0,0.0,0.25,4,0,1000.0,1242.9897,402.871353,0.083333,12
C17608,1768.456809,1.0,449.73,395.05,54.68,0.0,0.416667,0.333333,0.333333,0.0,0,10,3000.0,664.529374,438.283058,0.0,12
C17612,980.922091,1.0,0.0,0.0,0.0,644.770362,0.0,0.0,0.0,0.333333,5,0,1200.0,569.660031,251.861789,0.0,12
C17616,145.47022,1.0,95.0,38.0,57.0,0.0,0.25,0.083333,0.166667,0.0,0,4,1500.0,175.248349,162.398092,0.0,12
C17620,21.881528,1.0,89.04,89.04,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,193.985335,96.885791,0.0,12
C17622,1441.993476,0.909091,0.0,0.0,0.0,2464.684708,0.0,0.0,0.0,0.333333,5,0,3000.0,3206.577257,481.175275,0.0,12
C17624,594.268871,0.909091,1036.76,966.8,69.96,0.0,0.583333,0.416667,0.25,0.0,0,17,2500.0,198.237134,260.480387,0.0,12
C17628,543.815182,1.0,0.0,0.0,0.0,45.475577,0.0,0.0,0.0,0.083333,1,0,3000.0,593.946163,261.125552,0.0,12
C17634,38.068219,0.727273,799.92,0.0,799.92,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,553.927866,85.990408,0.333333,12
C17639,41.789262,1.0,821.51,501.95,319.56,109.91813,0.833333,0.083333,0.833333,0.083333,1,11,4000.0,969.030384,132.158949,0.3,12
C17644,523.127544,1.0,786.94,582.74,204.2,1088.139436,0.25,0.083333,0.083333,0.25,4,3,1000.0,1603.447936,223.726642,0.083333,12
C17645,650.485202,1.0,555.2,339.0,216.2,589.349657,0.583333,0.083333,0.416667,0.083333,1,8,1000.0,351.575597,610.833365,0.0,12
C17648,281.112517,0.727273,0.0,0.0,0.0,295.616931,0.0,0.0,0.0,0.166667,3,0,1000.0,631.473289,219.966022,0.0,12
C17650,617.999607,1.0,387.7,250.0,137.7,684.8408,0.833333,0.166667,0.75,0.083333,1,13,1200.0,1723.350971,332.043275,0.166667,12
C17651,2076.211673,1.0,1057.0,0.0,1057.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,696.769705,711.321984,0.0,12
C17652,63.078242,1.0,114.0,0.0,114.0,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,184.582486,136.782541,0.0,12
C17656,83.258534,1.0,41.4,11.9,29.5,0.0,0.25,0.083333,0.166667,0.0,0,3,2700.0,157.225241,163.317598,0.0,12
C17657,852.530387,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1200.0,387.594772,231.564246,0.0,12
C17660,1087.784698,1.0,0.0,0.0,0.0,1562.703953,0.0,0.0,0.0,0.166667,2,0,1500.0,3093.888643,298.011965,0.166667,12
C17663,1433.404387,1.0,0.0,0.0,0.0,1190.745349,0.0,0.0,0.0,0.25,4,0,2000.0,993.072444,388.124821,0.0,12
C17668,428.598828,1.0,208.0,208.0,0.0,164.032453,0.25,0.25,0.0,0.333333,6,4,1200.0,975.191714,193.993752,0.0,12
C17671,624.633263,0.818182,0.0,0.0,0.0,950.85274,0.0,0.0,0.0,0.25,8,0,1000.0,330.064555,289.686899,0.0,12
C17672,965.88461,1.0,1.0,1.0,0.0,561.024098,0.083333,0.083333,0.0,0.166667,2,1,1200.0,751.960548,261.891219,0.0,12
C17673,82.568778,1.0,471.64,0.0,471.64,0.0,0.916667,0.0,0.916667,0.0,0,23,1200.0,554.168419,214.877676,0.333333,12
C17674,383.370294,1.0,326.74,326.74,0.0,0.0,0.25,0.25,0.0,0.0,0,3,600.0,525.776492,199.590057,0.0,12
C17678,92.596405,1.0,720.11,720.11,0.0,0.0,0.583333,0.583333,0.0,0.0,0,16,1700.0,535.430352,193.498368,0.222222,12
C17683,1060.039731,1.0,340.0,49.0,291.0,0.0,0.5,0.083333,0.416667,0.0,0,7,2500.0,261.761454,243.685673,0.0,12
C17695,424.968492,1.0,272.28,0.0,272.28,0.0,1.0,0.0,1.0,0.0,0,24,1700.0,64.658608,745.781019,0.0,12
C17696,74.4309,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,0.0,864.2065423050828,0.0,12
C17697,24.818476,0.909091,390.05,44.9,345.15,0.0,0.833333,0.083333,0.75,0.0,0,11,1000.0,423.338628,117.838976,0.272727,12
C17698,1109.876538,1.0,0.0,0.0,0.0,645.643747,0.0,0.0,0.0,0.25,7,0,1200.0,476.97564,305.129524,0.0,12
C17699,679.421923,1.0,298.49,298.49,0.0,152.65779,0.083333,0.083333,0.0,0.083333,1,4,1000.0,456.143495,216.036561,0.0,12
C17700,270.135147,0.909091,958.93,752.9,206.03,0.0,0.75,0.166667,0.666667,0.0,0,26,1900.0,2063.470552,216.497693,0.0,12
C17702,794.661653,1.0,329.96,329.96,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,703.606,166.000398,0.0,12
C17703,1644.123638,1.0,0.0,0.0,0.0,830.132133,0.0,0.0,0.0,0.166667,3,0,2500.0,333.114672,352.392567,0.0,12
C17704,28.80071,0.727273,173.02,0.0,173.02,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,229.503322,133.44239,0.272727,12
C17705,976.390024,1.0,785.4,785.4,0.0,347.15722,0.333333,0.333333,0.0,0.25,3,6,3500.0,820.342892,251.963424,0.0,12
C17707,700.723718,1.0,425.18,0.0,425.18,0.0,1.0,0.0,1.0,0.0,0,29,3000.0,148.581846,214.200975,0.0,12
C17709,1373.700066,1.0,267.75,0.0,267.75,38.898599,0.75,0.0,0.666667,0.166667,2,9,1500.0,446.146419,692.725571,0.0,12
C17710,215.475718,1.0,670.65,300.0,370.65,0.0,1.0,0.083333,0.916667,0.0,0,18,3000.0,366.634123,185.037922,0.3,12
C17713,1736.930299,1.0,616.0,0.0,616.0,0.0,0.916667,0.0,0.916667,0.0,0,11,1900.0,803.881382,644.158808,0.0,12
C17720,849.030358,1.0,345.0,0.0,345.0,101.511988,0.75,0.0,0.666667,0.083333,1,24,1200.0,1465.044906,268.949636,0.083333,12
C17721,525.17417,1.0,91.23,48.9,42.33,0.0,0.333333,0.083333,0.25,0.0,0,4,4000.0,154.939835,233.341617,0.0,12
C17722,510.953138,1.0,172.41,172.41,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,1200.0,959.003305,242.770679,0.0,12
C17726,145.722404,1.0,529.7,240.2,289.5,38.259988,1.0,0.333333,1.0,0.083333,1,26,800.0,363.368053,188.105787,0.0,12
C17729,1108.987965,1.0,0.0,0.0,0.0,75.070968,0.0,0.0,0.0,0.083333,1,0,1500.0,1690.172114,283.054152,0.083333,12
C17730,109.473217,1.0,1251.26,635.79,615.47,0.0,0.833333,0.25,0.666667,0.0,0,19,2700.0,958.931815,187.560093,0.25,12
C17732,2112.63873,1.0,0.0,0.0,0.0,584.940187,0.0,0.0,0.0,0.25,5,0,3500.0,540.088813,746.131674,0.0,12
C17734,874.905296,1.0,484.04,0.0,484.04,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,873.429792,194.064343,0.0,12
C17735,844.022439,1.0,0.0,0.0,0.0,1125.228876,0.0,0.0,0.0,0.166667,3,0,2500.0,535.604592,237.229776,0.0,12
C17737,377.56851,1.0,542.51,542.51,0.0,0.0,0.5,0.5,0.0,0.0,0,9,1000.0,567.687367,175.936604,0.0,12
C17740,623.583624,1.0,1344.85,1099.72,245.13,0.0,0.666667,0.5,0.333333,0.0,0,21,2200.0,1374.213771,304.225119,0.083333,12
C17743,1592.102979,1.0,45.65,45.65,0.0,1465.069357,0.083333,0.083333,0.0,0.083333,1,1,5000.0,529.542832,424.939464,0.0,12
C17746,1033.485033,1.0,137.57,0.0,137.57,0.0,0.166667,0.0,0.166667,0.0,0,3,1000.0,423.925626,708.363328,0.0,12
C17747,803.052704,1.0,19.75,19.75,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,402.155365,322.394919,0.0,12
C17748,1551.908555,1.0,416.64,105.0,311.64,0.0,1.0,0.083333,1.0,0.0,0,14,2500.0,539.653696,366.329349,0.0,12
C17749,936.370785,1.0,158.45,158.45,0.0,0.0,0.25,0.25,0.0,0.0,0,3,1700.0,160.698863,443.538283,0.0,12
C17750,1420.156349,1.0,0.0,0.0,0.0,445.913736,0.0,0.0,0.0,0.333333,5,0,1500.0,661.562552,772.85986,0.0,12
C17753,3025.373271,1.0,202.72,0.0,202.72,988.076605,0.583333,0.0,0.583333,0.083333,1,9,4500.0,3989.645744,884.183626,0.0,12
C17759,2579.907754,1.0,125.51,0.0,125.51,1377.049309,0.25,0.0,0.166667,0.416667,10,3,3000.0,666.355831,774.460823,0.0,12
C17760,34.703482,1.0,247.02,0.0,247.02,0.0,1.0,0.0,1.0,0.0,0,18,2500.0,194.419235,162.909028,0.166667,12
C17762,2764.810135,1.0,390.52,369.8,20.72,75.74986,0.333333,0.25,0.083333,0.083333,2,6,3000.0,743.242536,1093.199562,0.0,12
C17768,992.724168,1.0,527.88,0.0,527.88,1677.055839,1.0,0.0,0.916667,0.166667,2,12,2000.0,2997.714455,373.079303,0.0,12
C17771,1186.276559,1.0,391.67,391.67,0.0,0.0,0.5,0.5,0.0,0.0,0,8,1200.0,488.194864,927.681751,0.0,12
C17776,378.320894,1.0,315.02,0.0,315.02,0.0,1.0,0.0,1.0,0.0,0,20,1500.0,206.090316,202.391607,0.0,12
C17778,434.393219,1.0,343.5,343.5,0.0,949.910781,0.166667,0.166667,0.0,0.166667,5,2,1700.0,504.635307,168.986753,0.0,12
C17782,738.067431,1.0,752.97,752.97,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,2500.0,1393.051729,282.663936,0.0,12
C17783,77.285458,1.0,495.0,0.0,495.0,0.0,1.0,0.0,0.916667,0.0,0,12,1500.0,416.913773,206.712535,0.181818,12
C17785,1247.905033,1.0,553.67,0.0,553.67,0.0,0.916667,0.0,0.916667,0.0,0,11,1200.0,1927.232575,1247.614497,0.083333,12
C17789,3374.66122,1.0,0.0,0.0,0.0,1154.99477,0.0,0.0,0.0,0.333333,7,0,4000.0,913.221146,1284.060029,0.0,12
C17790,1865.008929,1.0,0.0,0.0,0.0,2087.392116,0.0,0.0,0.0,0.25,3,0,2500.0,2709.693363,460.334824,0.083333,12
C17791,2413.719637,1.0,0.0,0.0,0.0,905.709193,0.0,0.0,0.0,0.083333,5,0,2500.0,626.891685,770.717959,0.0,12
C17794,568.222966,1.0,140.03,140.03,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,1200.0,203.362743,203.599221,0.0,12
C17799,954.617658,1.0,0.0,0.0,0.0,808.545456,0.0,0.0,0.0,0.333333,4,0,2000.0,228.635319,398.358635,0.0,12
C17803,1007.440908,1.0,430.54,0.0,430.54,687.666124,1.0,0.0,1.0,0.166667,2,21,4000.0,1526.508633,286.221253,0.0,12
C17809,1819.444477,1.0,0.0,0.0,0.0,197.334971,0.0,0.0,0.0,0.333333,4,0,2500.0,572.900672,469.774269,0.0,12
C17812,433.075331,1.0,750.0,0.0,750.0,0.0,1.0,0.0,0.916667,0.0,0,12,1500.0,719.974026,195.907231,0.0,12
C17814,2724.169852,1.0,49.0,49.0,0.0,189.855977,0.083333,0.083333,0.0,0.083333,1,1,3000.0,558.687221,1164.897621,0.0,12
C17816,1008.494418,1.0,639.7,0.0,639.7,0.0,1.0,0.0,1.0,0.0,0,32,1000.0,862.819773,1027.530687,0.0,12
C17818,608.300379,1.0,0.0,0.0,0.0,27.107553,0.0,0.0,0.0,0.083333,1,0,1700.0,204.950565,214.137194,0.0,12
C17820,454.181676,1.0,1361.65,1361.65,0.0,0.0,0.25,0.25,0.0,0.0,0,9,4000.0,1643.948056,152.368392,0.166667,12
C17821,2646.022772,1.0,1541.13,487.0,1054.13,1234.504809,0.916667,0.25,0.833333,0.333333,6,17,4000.0,600.203047,575.913224,0.0,12
C17822,332.697638,1.0,1080.0,555.0,525.0,0.0,0.5,0.083333,0.333333,0.0,0,6,2000.0,603.181053,99.565218,0.0,12
C17823,489.488586,1.0,215.0,70.0,145.0,732.654518,0.333333,0.166667,0.083333,0.416667,10,5,700.0,881.801225,316.534888,0.090909,12
C17828,685.063917,1.0,0.0,0.0,0.0,110.795488,0.0,0.0,0.0,0.25,4,0,700.0,308.035273,334.274864,0.0,12
C17829,467.439275,1.0,0.0,0.0,0.0,938.573177,0.0,0.0,0.0,0.333333,6,0,800.0,581.994796,214.399847,0.0,12
C17830,722.404832,0.909091,0.0,0.0,0.0,1356.687002,0.0,0.0,0.0,0.333333,5,0,1500.0,215.857868,273.52542,0.0,12
C17832,275.240429,0.909091,0.0,0.0,0.0,610.08928,0.0,0.0,0.0,0.25,5,0,700.0,1186.237636,189.618452,0.090909,12
C17833,666.247487,1.0,511.34,103.0,408.34,100.749379,0.833333,0.083333,0.833333,0.166667,4,12,700.0,1145.870591,768.267252,0.0,12
C17837,3377.632916,1.0,0.0,0.0,0.0,1241.559904,0.0,0.0,0.0,0.083333,2,0,5000.0,1028.191288,724.601528,0.0,12
C17839,504.127471,0.909091,0.0,0.0,0.0,18.042768,0.0,0.0,0.0,0.083333,1,0,1200.0,1383.846999,376.80756,0.1,12
C17840,2270.623981,1.0,1200.0,1200.0,0.0,2629.671395,0.083333,0.083333,0.0,0.333333,9,1,3000.0,967.527752,1172.021803,0.0,12
C17841,2230.689402,1.0,0.0,0.0,0.0,2393.464326,0.0,0.0,0.0,0.166667,4,0,2500.0,458.73255,467.263413,0.0,12
C17846,349.788099,1.0,400.6,400.6,0.0,0.0,0.416667,0.416667,0.0,0.0,0,6,450.0,308.109946,170.326506,0.0,12
C17848,1551.842759,1.0,0.0,0.0,0.0,681.2559,0.0,0.0,0.0,0.083333,2,0,1800.0,522.486041,596.988355,0.0,12
C17850,68.045739,0.909091,501.85,0.0,501.85,0.0,1.0,0.0,1.0,0.0,0,31,1200.0,531.541585,149.507563,0.181818,12
C17852,211.35235,1.0,267.34,0.0,267.34,0.0,1.0,0.0,1.0,0.0,0,22,4000.0,153.812692,185.947547,0.0,12
C17860,1979.782537,1.0,1687.62,1396.32,291.3,1418.626391,0.916667,0.666667,0.75,0.333333,6,31,3200.0,864.07868,643.861607,0.0,12
C17863,786.158276,1.0,679.24,100.0,579.24,890.644405,1.0,0.083333,0.916667,0.25,8,13,1000.0,1653.190684,504.64823,0.090909,12
C17869,2.911999,1.0,347.55,0.0,347.55,0.0,0.25,0.0,0.25,0.0,0,3,5000.0,386.639613,11.802831,0.0,12
C17871,143.50998,1.0,549.17,0.0,549.17,0.0,0.75,0.0,0.666667,0.0,0,22,1500.0,285.145558,207.003426,0.0,12
C17872,1587.706693,1.0,450.0,0.0,450.0,270.92481,0.5,0.0,0.5,0.25,4,6,1800.0,600.299728,1032.599236,0.0,12
C17877,1354.623473,1.0,495.43,495.43,0.0,453.244036,0.75,0.75,0.0,0.5,8,13,2000.0,280.31102,442.992384,0.0,12
C17880,1610.489628,1.0,0.0,0.0,0.0,811.491192,0.0,0.0,0.0,0.25,3,0,2000.0,383.426341,362.428606,0.0,12
C17881,448.426181,1.0,0.0,0.0,0.0,1158.133733,0.0,0.0,0.0,0.166667,3,0,1400.0,1956.051348,185.615564,0.083333,12
C17885,1592.017292,1.0,372.09,372.09,0.0,0.0,0.166667,0.166667,0.0,0.0,0,10,4000.0,389.29309,574.750942,0.0,12
C17888,1099.221912,1.0,155.8,155.8,0.0,578.660857,0.083333,0.083333,0.0,0.166667,4,2,1200.0,875.977859,1749.680157,0.0,12
C17896,50.926002,1.0,165.97,0.0,165.97,0.0,0.583333,0.0,0.5,0.0,0,7,1500.0,119.24583,332.440855,0.0,12
C17899,2272.494247,1.0,614.37,435.37,179.0,2072.631184,0.75,0.333333,0.416667,0.166667,5,23,2500.0,617.216175,915.672534,0.0,12
C17901,987.102704,1.0,66.5,66.5,0.0,770.310099,0.083333,0.083333,0.0,0.083333,1,1,2500.0,284.964748,232.626904,0.0,12
C17903,25.474414,0.818182,240.0,0.0,240.0,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,188.072777,127.210691,0.222222,12
C17909,821.011673,1.0,399.99,399.99,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,2500.0,1140.142325,204.400186,0.0,12
C17910,50.004286,1.0,341.14,0.0,341.14,0.0,1.0,0.0,1.0,0.0,0,23,3000.0,231.514712,135.58233,0.0,12
C17914,12.472571,0.727273,87.67,87.67,0.0,0.0,0.083333,0.083333,0.0,0.0,0,5,2000.0,123.304221,86.6785,0.0,12
C17915,1364.897308,1.0,0.0,0.0,0.0,1129.837811,0.0,0.0,0.0,0.166667,6,0,1500.0,365.272698,353.215704,0.0,12
C17917,416.729679,0.909091,1243.04,1153.34,89.7,0.0,0.75,0.583333,0.25,0.0,0,22,3500.0,2257.677587,171.444686,0.3,12
C17921,376.997522,1.0,0.0,0.0,0.0,928.598154,0.0,0.0,0.0,0.166667,3,0,1000.0,1008.342761,269.826013,0.0,12
C17924,1579.595049,1.0,35.0,35.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,791.526478,698.019678,0.0,12
C17926,664.911581,1.0,0.0,0.0,0.0,1158.897578,0.0,0.0,0.0,0.166667,2,0,1800.0,1977.246775,212.665892,0.0,12
C17927,483.422715,1.0,1196.35,738.41,457.94,0.0,0.75,0.5,0.333333,0.0,0,17,5000.0,1789.757024,170.786793,0.083333,12
C17928,179.825945,1.0,1212.66,347.61,865.05,456.612334,0.833333,0.25,0.75,0.083333,1,25,2500.0,1711.231409,160.362153,0.272727,12
C17931,1120.08097,1.0,0.0,0.0,0.0,1218.392345,0.0,0.0,0.0,0.25,7,0,2500.0,299.789938,320.133269,0.0,12
C17940,448.808529,0.909091,0.0,0.0,0.0,667.057963,0.0,0.0,0.0,0.083333,1,0,4000.0,651.33864,192.140691,0.0,12
C17946,1502.000147,1.0,0.0,0.0,0.0,38.652502,0.0,0.0,0.0,0.166667,2,0,1500.0,277.216226,776.108751,0.0,12
C17948,865.161494,1.0,857.8,362.33,495.47,0.0,1.0,0.583333,1.0,0.0,0,37,1200.0,1152.9477,212.715695,0.0,12
C17951,342.76107,1.0,20.0,20.0,0.0,148.074839,0.083333,0.083333,0.0,0.25,3,1,500.0,507.859879,198.241326,0.0,12
C17953,1295.87959,1.0,184.27,1.0,183.27,906.848796,0.333333,0.083333,0.166667,0.333333,7,10,2000.0,296.068191,417.694654,0.0,12
C17958,1109.84819,1.0,261.56,182.37,79.19,1192.668467,0.416667,0.333333,0.166667,0.166667,8,8,1200.0,572.817257,697.038439,0.0,12
C17959,116.343256,1.0,38.0,0.0,38.0,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,59.260669,215.395806,0.0,12
C17960,482.671967,1.0,0.0,0.0,0.0,18.976859,0.0,0.0,0.0,0.083333,1,0,500.0,132.659676,266.857429,0.0,12
C17965,61.763018,1.0,35.3,0.0,35.3,0.0,0.25,0.0,0.25,0.0,0,3,1500.0,75.285164,171.993034,0.0,12
C17966,722.855351,1.0,0.0,0.0,0.0,396.516695,0.0,0.0,0.0,0.166667,2,0,2500.0,187.058515,325.505999,0.0,12
C17967,1836.565272,1.0,0.0,0.0,0.0,1265.552953,0.0,0.0,0.0,0.166667,5,0,2500.0,713.124426,476.311984,0.0,12
C17971,771.773362,1.0,750.0,250.0,500.0,0.0,0.333333,0.083333,0.25,0.0,0,5,4000.0,204.167996,260.332459,0.0,12
C17974,845.815387,1.0,37.5,0.0,37.5,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,0.0,864.2065423050828,0.0,12
C17976,352.58799,1.0,281.81,183.81,98.0,0.0,0.666667,0.416667,0.583333,0.0,0,15,1600.0,835.301657,175.210164,0.083333,12
C17977,438.4161,1.0,673.68,0.0,673.68,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,717.601973,234.926499,0.0,12
C17978,1348.085189,1.0,0.0,0.0,0.0,1364.200415,0.0,0.0,0.0,0.25,6,0,3500.0,721.056957,372.603452,0.0,12
C17979,219.885039,1.0,1857.17,1367.65,489.52,0.0,0.75,0.166667,0.583333,0.0,0,16,1800.0,630.186926,210.086007,0.0,12
C17984,1064.473728,1.0,0.0,0.0,0.0,904.682287,0.0,0.0,0.0,0.166667,6,0,1200.0,1769.702541,410.402406,0.0,12
C17988,1061.570865,1.0,0.0,0.0,0.0,525.428754,0.0,0.0,0.0,0.166667,2,0,2500.0,417.214903,235.325924,0.0,12
C17991,1746.714825,1.0,0.0,0.0,0.0,113.673261,0.0,0.0,0.0,0.166667,2,0,1800.0,354.637009,756.052579,0.0,12
C17992,52.278293,1.0,346.46,0.0,346.46,0.0,0.916667,0.0,0.833333,0.0,0,16,4000.0,203.562894,177.972156,0.333333,12
C17994,858.880154,1.0,65.0,65.0,0.0,1054.41113,0.083333,0.083333,0.0,0.416667,6,1,3000.0,1288.141804,207.770998,0.0,12
C17995,1034.332765,1.0,0.0,0.0,0.0,279.336255,0.0,0.0,0.0,0.25,6,0,1000.0,714.753968,660.660155,0.0,12
C17996,68.156278,1.0,785.76,0.0,785.76,0.0,1.0,0.0,1.0,0.0,0,33,2000.0,708.743776,181.392809,0.083333,12
C18002,38.475299,0.818182,61.8,0.0,61.8,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,165.771479,137.482544,0.0,12
C18003,477.903003,1.0,566.12,396.51,169.61,493.409789,0.333333,0.25,0.25,0.416667,7,12,1500.0,457.330803,210.151115,0.0,12
C18005,54.713751,0.909091,578.6,0.0,578.6,0.0,0.833333,0.0,0.75,0.0,0,10,2500.0,607.673138,184.597912,0.333333,12
C18007,1641.801417,1.0,1192.18,328.21,863.97,1026.486577,1.0,0.083333,1.0,0.416667,8,19,2000.0,1739.401295,606.312146,0.0,12
C18010,972.604156,1.0,0.0,0.0,0.0,803.573286,0.0,0.0,0.0,0.166667,2,0,1200.0,751.50856,230.564527,0.0,12
C18011,357.593551,1.0,68.0,0.0,68.0,0.0,0.333333,0.0,0.333333,0.0,0,4,1500.0,243.400118,194.028384,0.0,12
C18012,15.922218,1.0,300.0,0.0,300.0,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,276.242239,864.2065423050828,0.0,12
C18014,827.66215,1.0,965.0,890.0,75.0,0.0,0.333333,0.166667,0.166667,0.0,0,4,2000.0,748.605862,330.125475,0.0,12
C18023,2896.14848,1.0,321.81,118.16,203.65,1925.397633,0.5,0.166667,0.25,0.333333,4,9,3500.0,599.84614,1440.449304,0.0,12
C18024,1630.431093,1.0,43.89,43.89,0.0,534.841135,0.083333,0.083333,0.0,0.083333,3,1,6000.0,3281.742636,536.479995,0.0,12
C18025,1847.085007,1.0,1573.35,592.0,981.35,0.0,0.916667,0.416667,0.75,0.0,0,40,6000.0,575.443785,429.239075,0.0,12
C18029,1060.630483,1.0,330.0,0.0,330.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,588.576603,794.656428,0.0,12
C18034,1145.052414,1.0,115.95,115.95,0.0,191.654534,0.083333,0.083333,0.0,0.083333,1,1,1500.0,1703.004051,374.43666,0.083333,12
C18035,1109.606747,1.0,1625.95,1022.66,603.29,0.0,1.0,0.5,0.666667,0.0,0,28,3000.0,290.793658,334.180282,0.0,12
C18037,463.59969,1.0,811.11,811.11,0.0,234.763929,0.5,0.5,0.0,0.166667,2,11,500.0,990.743027,257.174899,0.0,12
C18041,645.406005,1.0,0.0,0.0,0.0,929.220085,0.0,0.0,0.0,0.333333,4,0,1000.0,193.013564,310.454708,0.0,12
